http://znxyw.org.cn/bencandy.php?fid=12&id=130684	阿勒腾也木勒乡畜牧兽医站上奶牛保险养殖户心安了	 2月24至3月31日，阿勒腾也木勒乡畜牧兽医站工作人员下村为农牧民进行宣传上牛保险的好处。宣传内容为国家政策性奶牛保险。</div><div>&nbsp; &nbsp; 兽医站技术人员现场讲解这次宣传工作的重点：给牧民讲解家犬必须月月投药，投药后清理好家犬粪便工作。并在入户中由站工作人员为牧民牧畜打疫苗，现场讲解“羊三联四防”疫苗的好处。随后集中入户等方式为广大牧民发放药品。以前养殖奶牛没有任何保险，养殖户只能自己承担奶牛死亡带来的损失。牧民金斯汗说，每头成年牛的市场价值约1万元，如果一年病死3头牛奶牛，损失就高达3万元。他还说现在上奶牛保险就有保障了，我们也放心的养殖奶牛了。</div><div>目前已投保的奶牛保险为1208头，153户。
http://znxyw.org.cn/bencandy.php?fid=12&id=130682	阿勒腾也木勒乡畜牧兽医站检疫人员下村入户合作社	 4 月5日，阿勒腾也木勒乡畜牧兽医站检疫人员下村入户合作社，阿勒腾也木勒乡里一共有18个合作社，检疫人员对合作社一个个入户并了解基本情况以及动物疫病防控情况。检疫人员对圈舍卫生，消毒室等情况进行了检查，平常易出现的疾病，疫情如何进行处置及防患，如何推行精细化科学养殖一一作了讲解，旭辉养殖农民专业合作社法人代表汪刚对检疫人员的热心支持和表示衷心的感谢。</div><div>&nbsp; &nbsp; 旭辉养殖农民专业合作社建于2014年，位于阿勒腾也木勒乡吉也克齐西村。主要以养殖巴什拜羊，2015年存栏数1500只，出栏数700只。
http://znxyw.org.cn/bencandy.php?fid=12&id=130680	阿勒腾也木勒乡三举措做好“去极端化”宣传工作	 阿勒腾也木勒乡以点面结合、建立健全齐抓共管工作机构和加强走访入户为抓手，积极做好“去极端化”宣传工作，不断增强各族干部群众明辩是非能力和对宗教极端思想的免疫力。</div><div>点面结合。通过集中宣传教育活动、板报宣讲、入户宣讲和入商铺宣讲等多种方式相结合的办法，深入开展去极端化宣传。同时做好重点人员面对面思想教育，关注其思想动态，做好社会稳控工作。</div><div>&nbsp; &nbsp; 建立健全齐抓共管工作机构。成立“去极端化”工作领导小组，由乡领导班子成员、村党支部书记、工作组长担任组长，把“去极端化”工作纳入乡村队重点工作；将“去极端化”工作与脱贫攻坚、土地清理、异地搬迁等工作相结合，邀请党校老师、乡村领导为辖区单位、村民进行“去极端化”宣讲，构建“去极端化”全方位、全覆盖、齐抓共管工作机构。</div><div>&nbsp; &nbsp; 加强走访入户力度。以“四知四清四掌握”工作机制为平台，大力开展走访入户工作，将乡村干部、工作组整合编组进行包片区、包户的入户走访宣传，定期召开座谈会，面对面了解宗教人士、非宗教教职人员、青少年学生的思想动态，组织干部、群众亮观点、表态度、谈想法，教育、引导各族群众维护社会稳定和长治久安。
http://znxyw.org.cn/bencandy.php?fid=12&id=130678	阿勒腾也木勒乡联合派出所开展 “宪法法律宣传”活动	 为深入推进“宪法法律宣传月”活动，全面提升农牧民和学生的法律素质，阿勒腾也木勒司法所结合当前工作实际，联合派出所把宪法“送进”学校、村。大力加强学校和农村法制宣传，提高全民法律素质，增强辖区群众的法律意识，提高辖区群众的学法理念、懂法观念、守法意识、用法维权。</div><div>&nbsp; &nbsp; 通过实地演练的方式，让学生们进一步了解掌握火灾等突发事件怎么使用灭火器，增加学生们在火灾中互救，自救意识，并发放了法律宣传单80多份，当天，向村民发放《农村实用法律知识及问答》、《法在农牧区》、《婚姻法》“一反双讲”宣传小手册等共300余份。</div><div>&nbsp; &nbsp; 本次法律宣传活动，采取消防安全演练、发放宣传手册等形式，有效地提升了农牧民群众的维权意识和安全防范意识。同时也进一步加强了司法所和派出所之间的联动机制，扩大了阿勒腾也木勒司法所在农牧民群众中的影响力。
http://znxyw.org.cn/bencandy.php?fid=12&id=130676	阿勒腾也木勒乡深入开展“去极端化”工作	 为教育引导各族农牧民群众自觉抵制宗教极端思想渗透，4月1日，阿勒腾也木勒乡统战民宗办在各村队中多种形式开展“去极端化”宣传教育，通过开展各类培训、发放非法宗教活动26种界定、宗教极端思想渗透的22种主要表现形式等内容的宣传册、农民画册，面对面向各族群众讲解宗教极端思想本质及现实危害，并穿插党的民族宗教政策和国家法律法规宣传。截至目前，“去极端化”共计发放宣传资料2000余份，宣传教育各族群众达1200余人次。</div><div>&nbsp; &nbsp; 目前，随着“去极端化”工作深入开展，“去极端化”宣传教育活动走进乡村队已成为“去极端化”宣传教育的主阵地之一。
http://znxyw.org.cn/bencandy.php?fid=12&id=130674	阿勒腾也木勒乡开展动物防疫宣传活动	 3月25至31日，阿勒腾也木勒乡畜牧兽医站在农区开展以“落实强制免疫义务 做好动物疫病防治”为主题的动物防疫知识宣传活动。结合农牧区自身动物防疫工作情况，充分利用各种宣传机遇，在此次活动中，共发放宣传单500余份、制作宣传板报1块。</div><div>&nbsp; &nbsp; 通过此次宣传活动提供牧户动物重大疫病防疫和日常动物疫病防疫工作相结合的形式，使动物防疫工作充分引起社会重视，促使农牧区养殖户遵守动物防疫法律、法规，促使社会群众参与和监督动物防疫工作。向广大农牧民进行动物防疫有关知识和法律、法规宣传，让全体社区居民重视动物防疫工作，发挥广大群众在防止和控制动物疫病方面的作用。
http://znxyw.org.cn/bencandy.php?fid=12&id=130660	察汗托海牧场举办安全生产知识培训会	 为进一步提高安全生产意识，增强安全生产工作责任，近日，察汗托海牧场召开了安全生产知识培训会。</div><div>&nbsp; &nbsp; 培训内容理论联系实际，图文并茂，以触目惊心的安全生产事故讲解了安全生产工作的重要性，以抓宣传发动，抓常规检查，抓执法行动，抓隐患排查，抓属地管理，点明场安全生产工作怎么干。</div><div>&nbsp; &nbsp; 培训会上，场村干部纷纷表示要高度重视安全生产工作，安全生产监管做到全覆盖、零容忍、严执法、重实效，确保零事故。
http://znxyw.org.cn/bencandy.php?fid=12&id=130659	察汗托海牧场：三学三促不断提高干部服务水平	 为提升党员干部综合素质，提高服务工作水平。察汗托海牧场三学三促不断提高干部服务水平。</div><div>&nbsp; &nbsp; 一向书本学习，促政治素养提升。建立健全完善的学习制度把个人和集体学习纳入规范化的轨道。规定了每周一是学习日，每月的第一个星期是学习周，认真学习十八大报告、十八届三中、四中、五中全会报告、习近平系列重要讲话等时政知识，学习《宪法》、《公务员法》、《廉洁从政准则》等大量与业务工作相关的政策、法规和文献资料，学习《求是》、《半月谈》等各类党报党刊，不断用先进的政治理论知识，充实自己，使自己始终保持与时俱进的精神状态。&nbsp;</div><div>&nbsp; &nbsp; 二向身边的同事学习，促团结协作共进。要求机关干部在平时的工作生活中注重与同事交流、谈心，积极向身边的老党员、老前辈征求工作意见和建议，事前主动思考、事后认真总结学习。场党委也积极为干部团结互学提供平台，及时组织各种业务培训，并请业务熟练的老前辈对年轻干部授课解惑，全场上下营造了团结协作、你追我赶的学习工作氛围。&nbsp;</div><div>&nbsp; &nbsp; 三向实践学习，促服务能力提高。实践出真知，实践出才干。向实践学习，一个至关重要的方法就要善于总结经验。总结经验是干部提高水平、增长才干、减少失误、搞好工作的重要环节，场党委持以实际工作中的先进做法和好的工作事例为课题，不定期组织全体干部集中讨论学习，认真总结成功处理复杂问题的方法，培养干部自主意识。在党员干部中牢固树立了“干中学、学中干”和坚持工作任务抢在前、荣誉利益靠后的理念。
http://znxyw.org.cn/bencandy.php?fid=12&id=130658	察汗托海牧场开展机关环境卫生大检查	 为营造干净、整洁、文明、有序的办公环境和服务环境，察汗托海牧场绩效办对机关内的环境卫生情况经行了认真仔细的检查。</div><div>&nbsp; &nbsp; 检查区域包括领导班子办公室、综治服务大厅、干部职工宿舍、食堂。检查中发现，大部分区域情况良好，但也存在一些卫生死角。针对存在的问题，检查组提出了相应的整改措施，一是建立长效监督管理机制，将环境卫生整治工作作为一项经常性工作来抓；二是加强干部职工的环保意识，通过教育宣传提高保护环境、讲究卫生的自觉性；三是对干部职工实行分片包干、责任到人的管理办法，加强对环境卫生的治理。&nbsp;</div><div>&nbsp; &nbsp; 通过此次检查，提高了干部职工的环境意识和卫生意识，大家纷纷表示，干净、整洁的办公环境能够愉悦人的心情、提高办公效率同时也有益于单位的整体形象，在以后的工作生活中，都会从小事做起、从身边做起，共同维护机关的卫生环境。
http://znxyw.org.cn/bencandy.php?fid=12&id=130657	察汗托海牧场三举措做好春耕备播工作	 为抓好场区内的农业生产工作，察汗托海牧场抓住有利时机，早安排、早部署，以优质的服务扎实做好春耕备播工作。</div><div>&nbsp; &nbsp; 一是提前召开全场春耕备播专题会议，成立了农业生产指导小组，分片包干，督查、指导、调度春耕备播等工作。</div><div>&nbsp; &nbsp; 二是注重政策宣传。利用公开栏、发放宣传单，组织各包片领导和“访惠聚”工作组深入到各家各户宣讲等形式，广泛宣传国家粮食直补、农机购置补贴等强农惠农政策，充分调动全场广大农民群众的生产积极性。</div><div>&nbsp; &nbsp; 三是注重技术服务。要求场农技人员深入田间地头和农户家中，搞好春耕备播的技术指导服务工作，指导帮助农机手对农机具进行检查、维修、保养、调试，检修提水机具、泵站和供电设备；利用远程教育、举办农业科技种植培训班等形式，向农户传授新品种、新技术及科学整地、测土配方施肥、科学防治病虫害等农业知识。
